"","상호명","지점명","상권업종대분류명","상권업종중분류명","상권업종소분류명","행정동명","도로명주소","경도","위도","행정동코드"
"1","커피빈코리아선릉로93길점","코리아선릉로93길점","음식","커피점/카페","커피전문점/카페/다방","역삼1동","서울특별시 강남구 선릉로93길 6",127.047883157395,37.505675040058,1168064000
"2","커피빈","코리아교대점","음식","커피점/카페","커피전문점/카페/다방","서초1동","서울특별시 서초구 서초중앙로 118",127.014217033954,37.4923876590647,1165051000
"3","고려대학교교육관쎄리오점",NA,"음식","커피점/카페","커피전문점/카페/다방","안암동","서울특별시 성북구 안암로 145",127.031701809695,37.5884849860916,1129060000
"4","스완카페트",NA,"음식","커피점/카페","커피전문점/카페/다방","대림3동","서울특별시 영등포구 도신로10가길 11-1",126.897710439978,37.5036933368184,1156072000
"5","왕실",NA,"음식","커피점/카페","커피전문점/카페/다방","명동","서울특별시 중구 남대문로 52-13",126.982418808029,37.562273608482,1114055000
"6","파스쿠찌","디큐브아트센터2호점","음식","커피점/카페","커피전문점/카페/다방","신도림동","서울특별시 구로구 경인로 662",126.888484621418,37.5080580382841,1153051000
"7","카페필로네",NA,"음식","커피점/카페","커피전문점/카페/다방","서초2동","서울특별시 서초구 남부순환로 2583",127.032940495121,37.4847482687652,1165052000
"8","메머드커피",NA,"음식","커피점/카페","커피전문점/카페/다방","서교동","서울특별시 마포구 와우산로 149",126.929691877693,37.5545990573133,1144066000
"9","커피빈","코리아대학로대명거리점","음식","커피점/카페","커피전문점/카페/다방","혜화동","서울특별시 종로구 대명길 25",127.000170846364,37.5831492497775,1111065000
"10","요거프레소","쌍문점","음식","커피점/카페","커피전문점/카페/다방","쌍문2동","서울특별시 도봉구 도당로 7",127.034745665547,37.6587277238356,1132067000
"11","망고식스","명동페이리스점","음식","커피점/카페","커피전문점/카페/다방","명동","서울특별시 중구 명동4길 26",126.983728102857,37.5625461885785,1114055000
"12","바빈스커피",NA,"음식","커피점/카페","커피전문점/카페/다방","역삼2동","서울특별시 강남구 테헤란로 156",127.036602597823,37.5007088680698,1168065000
"13","커피빈","코리아선릉역점","음식","커피점/카페","커피전문점/카페/다방","역삼1동","서울특별시 강남구 테헤란로 335",127.048222908235,37.5047496908904,1168064000
"14","대치휴게소",NA,"음식","커피점/카페","커피전문점/카페/다방","대치4동","서울특별시 강남구 삼성로 319",127.059713096918,37.5003274192559,1168063000
"15","악스카페테리아",NA,"음식","커피점/카페","커피전문점/카페/다방","광장동","서울특별시 광진구 구천면로 20",127.107951436124,37.5457183340134,1121581000
"16","Cafe문달",NA,"음식","커피점/카페","커피전문점/카페/다방","방배1동","서울특별시 서초구 방배로19길 25",126.993669214693,37.4848347786317,1165060000
"17","CARIBOUCOFFEE",NA,"음식","커피점/카페","커피전문점/카페/다방","신촌동","서울특별시 서대문구 이화여대8길 3",126.946053850812,37.5588640039904,1141058500
"18","urbantable",NA,"음식","커피점/카페","커피전문점/카페/다방","혜화동","서울특별시 종로구 창경궁로 240-7",126.999026012873,37.582400693799,1111065000
"19","MUNCHBEANS",NA,"음식","커피점/카페","커피전문점/카페/다방","구로3동","서울특별시 구로구 디지털로33길 12",126.896142027835,37.4865407988684,1153054000
"20","더함",NA,"음식","커피점/카페","커피전문점/카페/다방","불광2동","서울특별시 은평구 연서로41길 13-3",126.927595808978,37.6257797569824,1138053000
"21","슬로우스텝",NA,"음식","커피점/카페","커피전문점/카페/다방","이화동","서울특별시 종로구 대학로8가길 89",127.003513946227,37.5820692395601,1111064000
"22","Coffeeis...커피이즈",NA,"음식","커피점/카페","커피전문점/카페/다방","중앙동","서울특별시 관악구 은천로 172-1",126.954329188535,37.4857996632634,1162061500
"23","chosecoffee",NA,"음식","커피점/카페","커피전문점/카페/다방","일원본동","서울특별시 강남구 광평로31길 27",127.089758700276,37.4848302444562,1168072000
"24","엘본그랑카페","현대목동점","음식","커피점/카페","커피전문점/카페/다방","목1동","서울특별시 양천구 목동동로 257",126.874681763736,37.5271465422093,1147051000
"25","스타벅스","이태원점","음식","커피점/카페","커피전문점/카페/다방","이태원1동","서울특별시 용산구 이태원로 188",126.994781275664,37.5343029422413,1117065000
"26","카페드림","역삼문화센터점","음식","커피점/카페","커피전문점/카페/다방","역삼1동","서울특별시 강남구 역삼로7길 16",127.033357964264,37.4953481127938,1168064000
"27","아라바카뜰",NA,"음식","커피점/카페","커피전문점/카페/다방","역삼1동","서울특별시 강남구 역삼로5길 12-1",127.032369049131,37.4948624571224,1168064000
"28","커피볶는집시다모",NA,"음식","커피점/카페","커피전문점/카페/다방","응암1동","서울특별시 은평구 응암로 302-1",126.921048245303,37.5983197298652,1138058000
"29","심포니커피숍",NA,"음식","커피점/카페","커피전문점/카페/다방","대흥동","서울특별시 마포구 대흥로 193",126.945692793399,37.5563739088644,1144060000
"30","삼성에버랜드검찰청웰스토리카페",NA,"음식","커피점/카페","커피전문점/카페/다방","서초3동","서울특별시 서초구 반포대로 158",127.008042690164,37.4949490343515,1165053000
"31","세움카페지점",NA,"음식","커피점/카페","커피전문점/카페/다방","방학1동","서울특별시 도봉구 마들로 656",127.047107804994,37.6687035438169,1132069000
"32","전광수커피",NA,"음식","커피점/카페","커피전문점/카페/다방","성수1가2동","서울특별시 성동구 성수일로 77",127.050273963735,37.5472778590865,1120066000
"33","토프레소","은평구청점","음식","커피점/카페","커피전문점/카페/다방","녹번동","서울특별시 은평구 은평로 193-1",126.928877816383,37.601959138902,1138051000
"34","캣카페",NA,"음식","커피점/카페","커피전문점/카페/다방","종로1.2.3.4가동","서울특별시 종로구 인사동길 11-1",126.986658289865,37.5718430973139,1111061500
"35","placeJ",NA,"음식","커피점/카페","커피전문점/카페/다방","능동","서울특별시 광진구 능동로 268",127.078021110834,37.5538321613174,1121578000
"36","이디야커피","신길역점","음식","커피점/카페","커피전문점/카페/다방","신길1동","서울특별시 영등포구 영등포로 353",126.918061930143,37.5151175359347,1156063000
"37","Manna",NA,"음식","커피점/카페","생과일주스전문점","수서동","서울특별시 강남구 광평로 280",127.103094324391,37.4873110374136,1168075000
"38","리버스로스터",NA,"음식","커피점/카페","커피전문점/카페/다방","신월3동","서울특별시 양천구 가로공원로 71",126.82394628602,37.5354372768401,1147058000
"39","싱",NA,"음식","커피점/카페","커피전문점/카페/다방","가락본동","서울특별시 송파구 송파대로28길 27",127.120080194832,37.4948815412923,1171062000
"40","빌리엔젤마리오아울렛","마리오아울렛","음식","커피점/카페","커피전문점/카페/다방","가산동","서울특별시 금천구 벚꽃로 266",126.885068137309,37.47843551394,1154551000
"41","투썸플레이스충정로역",NA,"음식","커피점/카페","커피전문점/카페/다방","충현동","서울특별시 서대문구 충정로 13",126.962600471612,37.5605603468457,1141056500
"42","커피빈코리아강남역먹자골목점","코리아강남역먹자골목점","음식","커피점/카페","커피전문점/카페/다방","역삼1동","서울특별시 강남구 테헤란로1길 29",127.027279995112,37.5001008472006,1168064000
"43","쥬씨","광진구청점","음식","커피점/카페","커피전문점/카페/다방","구의1동","서울특별시 광진구 아차산로49길 36",127.084388474023,37.5384737240544,1121585000
"44","커피빈","코리아현대자동차여의도점","음식","커피점/카페","커피전문점/카페/다방","여의동","서울특별시 영등포구 국제금융로 20",126.927277014357,37.5248788091876,1156054000
"45","아사녀",NA,"음식","커피점/카페","커피전문점/카페/다방","종로1.2.3.4가동","서울특별시 종로구 수표로 93-1",126.989224570524,37.569585463108,1111061500
"46","카페플래닝스쿨",NA,"음식","커피점/카페","커피전문점/카페/다방","구의1동","서울특별시 광진구 자양로 124",127.083525054102,37.5387553631958,1121585000
"47","연미",NA,"음식","커피점/카페","커피전문점/카페/다방","시흥3동","서울특별시 금천구 시흥대로 46",126.903763212521,37.437765771937,1154569000
"48","정원",NA,"음식","커피점/카페","커피전문점/카페/다방","한강로동","서울특별시 용산구 청파로 139-4",126.966814761055,37.534052561679,1117062500
"49","할리스커피청계1가점","청계1가점","음식","커피점/카페","커피전문점/카페/다방","종로1.2.3.4가동","서울특별시 종로구 청계천로 65",126.984752378748,37.5688082330176,1111061500
"50","코코브루니","홍대점","음식","커피점/카페","커피전문점/카페/다방","서교동","서울특별시 마포구 홍익로6길 57",126.924366086819,37.5566230473601,1144066000
"51","티마인드",NA,"음식","커피점/카페","커피전문점/카페/다방","압구정동","서울특별시 강남구 압구정로50길 18",127.037709927511,37.5272178772065,1168054500
"52","커피빈","코리아신촌현대백화점점","음식","커피점/카페","커피전문점/카페/다방","신촌동","서울특별시 서대문구 신촌로 83",126.935827820491,37.556069154454,1141058500
"53","무지개",NA,"음식","커피점/카페","커피전문점/카페/다방","장안1동","서울특별시 동대문구 한천로10길 32",127.06299457997,37.5662114085878,1123065000
"54","커피빈","코리아청담성당점","음식","커피점/카페","커피전문점/카페/다방","청담동","서울특별시 강남구 삼성로 716",127.050021491746,37.5199018862561,1168056500
"55","커피빈","코리아청담에스점","음식","커피점/카페","커피전문점/카페/다방","청담동","서울특별시 강남구 압구정로 461",127.047215839761,37.5252495612624,1168056500
"56","빈스투커피","상수역점","음식","커피점/카페","커피전문점/카페/다방","서강동","서울특별시 마포구 독막로 87",126.92330319151,37.547900307398,1144065500
"57","커피빈","코리아강남역랭기지타워점","음식","커피점/카페","커피전문점/카페/다방","역삼1동","서울특별시 강남구 테헤란로4길 28",127.030074547889,37.4965196043765,1168064000
"58","남양",NA,"음식","커피점/카페","커피전문점/카페/다방","소공동","서울특별시 중구 세종대로16길 27",126.978419509149,37.563374383009,1114052000
"59","스타벅스종로3가점","종로3가점","음식","커피점/카페","커피전문점/카페/다방","종로1.2.3.4가동","서울특별시 종로구 종로 113-1",126.990207240455,37.5705850186896,1111061500
"60","이호다방",NA,"음식","커피점/카페","커피전문점/카페/다방","종로5.6가동","서울특별시 종로구 종로33길 3",127.001336645037,37.5713104229114,1111063000
"61","탐앤탐스커피숍",NA,"음식","커피점/카페","커피전문점/카페/다방","명동","서울특별시 중구 명동8나길 51",126.982061630144,37.5610721429038,1114055000
"62","COFFEEN",NA,"음식","커피점/카페","커피전문점/카페/다방","사직동","서울특별시 종로구 사직로12길 2",126.971049896735,37.5757807827993,1111053000
"63","동호",NA,"음식","커피점/카페","커피전문점/카페/다방","종로5.6가동","서울특별시 종로구 종로35길 8",127.004027941004,37.5715313888967,1111063000
"64","w몰스무디킹",NA,"음식","커피점/카페","생과일주스전문점","가산동","서울특별시 금천구 디지털로 188",126.887662548608,37.4773156374838,1154551000
"65","아르디카페","광화문점","음식","커피점/카페","커피전문점/카페/다방","종로1.2.3.4가동","서울특별시 종로구 세종대로 178",126.977778976013,37.5721449802485,1111061500
"66","엔제리너스","커피여의도리버타워점","음식","커피점/카페","커피전문점/카페/다방","여의동","서울특별시 영등포구 63로 36",126.938611257408,37.519403747596,1156054000
"67","롯데시네마김포공항엔제리너스",NA,"음식","커피점/카페","커피전문점/카페/다방","방화2동","서울특별시 강서구 하늘길 38",126.80076003963,37.5659562255298,1150064000
"68","보나비아티제","서울호텔점","음식","커피점/카페","커피전문점/카페/다방","장충동","서울특별시 중구 동호로 249",127.007686128987,37.5577491936384,1114058000
"69","미루카페",NA,"음식","커피점/카페","커피전문점/카페/다방","삼선동","서울특별시 성북구 동소문로20길 28-3",127.016459988786,37.5911521899295,1129055500
"70","수피아",NA,"음식","커피점/카페","커피전문점/카페/다방","대림3동","서울특별시 영등포구 도신로 31",126.894813409666,37.5061080966751,1156072000
"71","cafeIYA",NA,"음식","커피점/카페","커피전문점/카페/다방","도곡1동","서울특별시 강남구 강남대로58길 61",127.036822787417,37.4906098238984,1168065500
"72","더메디라운지",NA,"음식","커피점/카페","커피전문점/카페/다방","잠원동","서울특별시 서초구 강남대로107길 6",127.018069722805,37.5185593037552,1165054000
"73","동네목수의작은카페",NA,"음식","커피점/카페","커피전문점/카페/다방","삼선동","서울특별시 성북구 삼선교로4라길 4",127.007613234132,37.5820136703881,1129055500
"74","카페루카코리아",NA,"음식","커피점/카페","커피전문점/카페/다방","종로1.2.3.4가동","서울특별시 종로구 창경궁로 77",126.997650562969,37.5692968895264,1111061500
"75","투썸플레이스가산대성디폴리스점","가산대성디폴리스점","음식","커피점/카페","커피전문점/카페/다방","가산동","서울특별시 금천구 서부샛길 606",126.876995544881,37.4799449018353,1154551000
"76","코코브루니","미아점","음식","커피점/카페","커피전문점/카페/다방","길음2동","서울특별시 성북구 동소문로 315",127.028725560472,37.6083915431599,1129068500
"77","300420",NA,"음식","커피점/카페","커피전문점/카페/다방","문래동","서울특별시 영등포구 경인로 775",126.897525378821,37.5147384071488,1156060500
"78","파스텔드나따",NA,"음식","커피점/카페","커피전문점/카페/다방","회기동","서울특별시 동대문구 회기로 134-1",127.051402887448,37.5912309555517,1123071000
"79","투썸플레이스압구정51케이",NA,"음식","커피점/카페","커피전문점/카페/다방","압구정동","서울특별시 강남구 압구정로30길 45",127.029386418917,37.5243384831738,1168054500
"80","고디바_","가로수길점","음식","커피점/카페","커피전문점/카페/다방","신사동","서울특별시 강남구 압구정로12길 45",127.023003951165,37.5210060306711,1168051000
"81","모리나리까페",NA,"음식","커피점/카페","커피전문점/카페/다방","회현동","서울특별시 중구 소공로 29",126.982794496425,37.5579518408817,1114054000
"82","까페더블해피니스",NA,"음식","커피점/카페","커피전문점/카페/다방","영등포동","서울특별시 영등포구 영중로 9",126.9055549085,37.517182828822,1156053500
"83","요거프레소","문래점","음식","커피점/카페","커피전문점/카페/다방","문래동","서울특별시 영등포구 문래로8길 5",126.886143300932,37.520236093938,1156060500
"84","카페바우하우스",NA,"음식","커피점/카페","커피전문점/카페/다방","서초3동","서울특별시 서초구 남부순환로 2364",127.009808267822,37.4777086304152,1165053000
"85","엔제리너스","커피불광역점","음식","커피점/카페","커피전문점/카페/다방","대조동","서울특별시 은평구 통일로 741",126.92859493017,37.6114174048567,1138057000
"86","신세계푸드",NA,"음식","커피점/카페","커피전문점/카페/다방","역삼1동","서울특별시 강남구 강남대로 298",127.032148559881,37.4900399995391,1168064000
"87","오가다",NA,"음식","커피점/카페","전통찻집/인삼찻집","여의동","서울특별시 영등포구 의사당대로 101",126.923948554327,37.5218931054506,1156054000
"88","후니드브로드카페",NA,"음식","커피점/카페","커피전문점/카페/다방","신대방2동","서울특별시 동작구 여의대방로 74",126.914475734007,37.4963969428943,1159068000
"89","사주카페자미",NA,"음식","커피점/카페","사주카페","신촌동","서울특별시 서대문구 이화여대1안길 12",126.944451411423,37.5577233879368,1141058500
"90","쉬어가는모퉁이커피한잔",NA,"음식","커피점/카페","커피전문점/카페/다방","상도1동","서울특별시 동작구 상도로55길 1",126.953412171715,37.4972258775655,1159053000
"91","카페산다",NA,"음식","커피점/카페","커피전문점/카페/다방","낙성대동","서울특별시 관악구 낙성대로 22-13",126.958373439955,37.4771131998525,1162058500
"92","지붕",NA,"음식","커피점/카페","커피전문점/카페/다방","신내1동","서울특별시 중랑구 용마산로 615",127.100606665203,37.6059878107527,1126068000
"93","드림커피",NA,"음식","커피점/카페","커피전문점/카페/다방","등촌3동","서울특별시 강서구 양천로 482",126.853908585069,37.5612491785923,1150053500
"94","엠즈씨드폴바셋","여의도점","음식","커피점/카페","커피전문점/카페/다방","여의동","서울특별시 영등포구 여의대로 66",126.923695587992,37.5245398691431,1156054000
"95","카페에스비",NA,"음식","커피점/카페","커피전문점/카페/다방","신월1동","서울특별시 양천구 남부순환로 435",126.833256954218,37.5289881225617,1147056000
"96","씨티카페",NA,"음식","커피점/카페","커피전문점/카페/다방","역삼1동","서울특별시 강남구 역삼로7길 22",127.032879555995,37.4956145139892,1168064000
"97","주스에비뉴",NA,"음식","커피점/카페","커피전문점/카페/다방","대치1동","서울특별시 강남구 남부순환로 2907",127.057081452328,37.4919536395946,1168060000
"98","카페레인",NA,"음식","커피점/카페","커피전문점/카페/다방","방화2동","서울특별시 강서구 양천로14길 85-2",126.808869889688,37.5691829194914,1150064000
"99","스타벅스","신사2점","음식","커피점/카페","커피전문점/카페/다방","잠원동","서울특별시 서초구 강남대로 581",127.019762756075,37.5136626341355,1165054000
"100","공차","현대백화점무역센터점","음식","커피점/카페","커피전문점/카페/다방","삼성1동","서울특별시 강남구 테헤란로 517",127.05974496335,37.5086083814458,1168058000
"101","153커피앤해피",NA,"음식","커피점/카페","커피전문점/카페/다방","송중동","서울특별시 강북구 도봉로 32",127.030685494292,37.6118406150505,1130554500
"102","화이트엔젤",NA,"음식","커피점/카페","커피전문점/카페/다방","천호2동","서울특별시 강동구 올림픽로70길 61",127.126969133867,37.5393908971807,1174061000
"103","카페샤빌레","등촌점","음식","커피점/카페","커피전문점/카페/다방","등촌1동","서울특별시 강서구 양천로 600",126.864658478395,37.5554692961595,1150052000
"104","폴바셋","신문로점","음식","커피점/카페","커피전문점/카페/다방","사직동","서울특별시 종로구 새문안로3길 12",126.972967563172,37.5713373346185,1111053000
"105","북아현마을북까페",NA,"음식","커피점/카페","커피전문점/카페/다방","북아현동","서울특별시 서대문구 북아현로 24",126.957024306687,37.5594660103025,1141055500
"106","이디야커피","이마트구로점","음식","커피점/카페","커피전문점/카페/다방","구로3동","서울특별시 구로구 디지털로32길 43",126.897869806414,37.4843854057524,1153054000
"107","탐엔탐스","신도림테크노점","음식","커피점/카페","커피전문점/카페/다방","구로5동","서울특별시 구로구 새말로 97",126.89020763235,37.5070380397769,1153056000
"108","투썸플레이스코엑스메가박스점","코엑스메가박스점","음식","커피점/카페","커피전문점/카페/다방","삼성1동","서울특별시 강남구 영동대로 513",127.057100286394,37.5129393969289,1168058000
"109","엠즈씨드폴바셋이대점","이대점","음식","커피점/카페","커피전문점/카페/다방","신촌동","서울특별시 서대문구 이화여대길 30",126.945915487663,37.5582410509728,1141058500
"110","미스터커피로스터리",NA,"음식","커피점/카페","커피전문점/카페/다방","가산동","서울특별시 금천구 가산디지털1로 119",126.882910182892,37.4760543861366,1154551000
"111","에이치파이브-117",NA,"음식","커피점/카페","커피전문점/카페/다방","효창동","서울특별시 용산구 효창원로62길 19",126.9623211828,37.5398879726957,1117058000
"112","코와핀",NA,"음식","커피점/카페","커피전문점/카페/다방","전농1동","서울특별시 동대문구 답십리로11길 30-22",127.046471149971,37.5792794223579,1123056000
"113","비씨팔백","상도점","음식","커피점/카페","커피전문점/카페/다방","상도2동","서울특별시 동작구 상도로 231",126.944486694746,37.5054451220309,1159054000
"114","자니로켓카페","영등포점","음식","커피점/카페","커피전문점/카페/다방","영등포동","서울특별시 영등포구 영중로 9",126.9055549085,37.517182828822,1156053500
"115","자양다방",NA,"음식","커피점/카페","커피전문점/카페/다방","자양3동","서울특별시 광진구 뚝섬로 503",127.065996968164,37.5360680506338,1121584000
"116","카페테지움",NA,"음식","커피점/카페","커피전문점/카페/다방","대치2동","서울특별시 강남구 삼성로 334",127.059856504817,37.5015179558592,1168061000
"117","상상아트홀카페",NA,"음식","커피점/카페","커피전문점/카페/다방","대치2동","서울특별시 강남구 영동대로 416",127.065312595718,37.5065801398546,1168061000
"118","캥스커피집",NA,"음식","커피점/카페","커피전문점/카페/다방","중곡2동","서울특별시 광진구 능동로40길 8",127.080537744739,37.5581047424551,1121575000
"119","할리스커피","선릉점","음식","커피점/카페","커피전문점/카페/다방","대치4동","서울특별시 강남구 선릉로86길 11",127.050513848898,37.5033624806187,1168063000
"120","사주카페미즈",NA,"음식","커피점/카페","사주카페","대치2동","서울특별시 강남구 영동대로 217",127.068369499069,37.4981433609313,1168061000
"121","두공간",NA,"음식","커피점/카페","커피전문점/카페/다방","갈현2동","서울특별시 은평구 연서로29길 7",126.919372438535,37.6186586837604,1138055200
"122","간단하지만특별한화피디Cafe","에델리아하이마트점","음식","커피점/카페","커피전문점/카페/다방","대치2동","서울특별시 강남구 삼성로 156",127.063815420955,37.4942328088958,1168061000
"123","CAFEDURIP",NA,"음식","커피점/카페","커피전문점/카페/다방","잠실2동","서울특별시 송파구 올림픽로 145",127.087019799804,37.5119760446614,1171067000
"124","메디찌커피숍",NA,"음식","커피점/카페","커피전문점/카페/다방","광장동","서울특별시 광진구 아차산로78길 147",127.109958451898,37.5482384073485,1121581000
"125","주빈커피",NA,"음식","커피점/카페","커피전문점/카페/다방","여의동","서울특별시 영등포구 의사당대로 127",126.926163737378,37.5204625862643,1156054000
"126","어반라이프",NA,"음식","커피점/카페","커피전문점/카페/다방","대치4동","서울특별시 강남구 선릉로86길 6-6",127.050408633027,37.5027399062119,1168063000
"127","문스트럭",NA,"음식","커피점/카페","커피전문점/카페/다방","대치4동","서울특별시 강남구 도곡로 401",127.053252565617,37.496959928714,1168063000
"128","할리스도심공항점2",NA,"음식","커피점/카페","커피전문점/카페/다방","삼성1동","서울특별시 강남구 테헤란로87길 22",127.059426824816,37.5096240415368,1168058000
"129","인광로스팅커피",NA,"음식","커피점/카페","커피전문점/카페/다방","석촌동","서울특별시 송파구 송파대로 397",127.108994744064,37.5027277856074,1171060000
"130","cafe멍",NA,"음식","커피점/카페","커피전문점/카페/다방","가락2동","서울특별시 송파구 동남로18길 49",127.135056907272,37.4925953159965,1171063200
"131","아카데미카페",NA,"음식","커피점/카페","커피전문점/카페/다방","대치2동","서울특별시 강남구 도곡로 510",127.06216110792,37.4990133147849,1168061000
"132","이디야커피","중계롯데우성점","음식","커피점/카페","커피전문점/카페/다방","중계1동","서울특별시 노원구 노원로22길 34",127.072753764215,37.646364068414,1135062100
"133","엠엠티에이치005",NA,"음식","커피점/카페","커피전문점/카페/다방","소공동","서울특별시 중구 세종대로18길 8-2",126.977577069176,37.5637275069839,1114052000
"134","카페원두마크CAFEWONDUMARK",NA,"음식","커피점/카페","커피전문점/카페/다방","신사2동","서울특별시 은평구 증산로17길 64",126.906824779834,37.5921339059208,1138063200
"135","부나빈",NA,"음식","커피점/카페","커피전문점/카페/다방","양재1동","서울특별시 서초구 양재대로2길 109",127.013767308091,37.4560532566599,1165065100
"136","커피베이신방화역점","신방화역점","음식","커피점/카페","커피전문점/카페/다방","방화1동","서울특별시 강서구 마곡중앙5로 87",126.817753621941,37.5671818375472,1150063000
"137","블렌드13",NA,"음식","커피점/카페","커피전문점/카페/다방","가산동","서울특별시 금천구 가산디지털2로 14",126.884237439568,37.4696694856308,1154551000
"138","코레일유통커피엔스위트",NA,"음식","커피점/카페","커피전문점/카페/다방","가산동","서울특별시 금천구 벚꽃로 115",126.8895035682,37.4659797412796,1154551000
"139","cafe내자리",NA,"음식","커피점/카페","커피전문점/카페/다방","서초4동","서울특별시 서초구 사평대로56길 7",127.023552517801,37.5032147745452,1165053100
"140","대익보이차",NA,"음식","커피점/카페","커피전문점/카페/다방","역삼1동","서울특별시 강남구 테헤란로 119",127.030637877307,37.4993084894467,1168064000
"141","테이크아웃커피전문점",NA,"음식","커피점/카페","커피전문점/카페/다방","신대방2동","서울특별시 동작구 보라매로19길 5-1",126.927432112834,37.4974433708648,1159068000
"142","SDS커피&",NA,"음식","커피점/카페","커피전문점/카페/다방","잠실6동","서울특별시 송파구 올림픽로35길 123",127.101205783395,37.5165721097163,1171071000
"143","할리스","에프앤비노원2호점","음식","커피점/카페","커피전문점/카페/다방","상계2동","서울특별시 노원구 상계로 63-7",127.061872354359,37.6565047822047,1135064000
"144","백인대장카페",NA,"음식","커피점/카페","커피전문점/카페/다방","목5동","서울특별시 양천구 목동동로 393",126.880078857156,37.5361902176005,1147055000
"145","폴바셋","국회의사당역점","음식","커피점/카페","커피전문점/카페/다방","여의동","서울특별시 영등포구 국회대로68길 18",126.919746423142,37.5285224640854,1156054000
"146","토끼와거북이",NA,"음식","커피점/카페","커피전문점/카페/다방","대흥동","서울특별시 마포구 서강대길 12",126.939897167933,37.549239833055,1144060000
"147","커피커피플리즈",NA,"음식","커피점/카페","커피전문점/카페/다방","역삼1동","서울특별시 강남구 강남대로92길 17",127.028762805162,37.499130897972,1168064000
"148","할리스커피","국기원점","음식","커피점/카페","커피전문점/카페/다방","역삼1동","서울특별시 강남구 강남대로94길 28",127.029581894014,37.4996332098094,1168064000
"149","카르페디엠",NA,"음식","커피점/카페","커피전문점/카페/다방","영등포본동","서울특별시 영등포구 경인로 846",126.907647192475,37.51566141404,1156051500
"150","올몰",NA,"음식","커피점/카페","커피전문점/카페/다방","역삼1동","서울특별시 강남구 테헤란로 146",127.035469247122,37.5000148174854,1168064000
"151","카페헐리우드",NA,"음식","커피점/카페","커피전문점/카페/다방","신촌동","서울특별시 서대문구 성산로 551",126.945657134462,37.5653299268953,1141058500
"152","브레쉬에비뉴","우성아파트점","음식","커피점/카페","커피전문점/카페/다방","잠실7동","서울특별시 송파구 올림픽로4길 40",127.074183991226,37.5071816284289,1171072000
"153","르마들렝",NA,"음식","커피점/카페","커피전문점/카페/다방","성수2가3동","서울특별시 성동구 광나루로 328",127.06622133991,37.5480177644176,1120069000
"154","청구성심병원점",NA,"음식","커피점/카페","커피전문점/카페/다방","갈현1동","서울특별시 은평구 통일로 873",126.919657624874,37.6208688166232,1138055100
"155","커피빈","코리아역삼역4번출구점","음식","커피점/카페","커피전문점/카페/다방","역삼1동","서울특별시 강남구 테헤란로 143",127.034884401544,37.5006407794803,1168064000
"156","커피,와+,버블티",NA,"음식","커피점/카페","커피전문점/카페/다방","화곡본동","서울특별시 강서구 초록마을로 36",126.846816895669,37.5425557590345,1150059000
"157","미스터디저트",NA,"음식","커피점/카페","커피전문점/카페/다방","대치2동","서울특별시 강남구 삼성로 306",127.06086642928,37.4994445473203,1168061000
"158","폴바셋강남구청역점","강남구청역점","음식","커피점/카페","커피전문점/카페/다방","청담동","서울특별시 강남구 학동로 401",127.041623287901,37.5175814055205,1168056500
"159","커피앤",NA,"음식","커피점/카페","커피전문점/카페/다방","문정2동","서울특별시 송파구 충민로 66",127.124940952848,37.477608217824,1171064200
"160","설빙","강남역2호점","음식","커피점/카페","커피전문점/카페/다방","역삼1동","서울특별시 강남구 봉은사로2길 21",127.02611857224,37.5033170530789,1168064000
"161","아라코북카페지점",NA,"음식","커피점/카페","커피전문점/카페/다방","반포4동","서울특별시 서초구 반포대로 201",127.002861827712,37.4976085787109,1165058100
"162","설빙",NA,"음식","커피점/카페","커피전문점/카페/다방","신대방2동","서울특별시 동작구 보라매로3길 29",126.92483028013,37.4911844651666,1159068000
"163","코레일유통커피앤스위트","가산점","음식","커피점/카페","커피전문점/카페/다방","가산동","서울특별시 금천구 벚꽃로 309",126.882545204463,37.4815833642367,1154551000
"164","제이에스커피랩",NA,"음식","커피점/카페","커피전문점/카페/다방","방배4동","서울특별시 서초구 서초대로1길 21",126.983119834993,37.4881504333416,1165062100
"165","카페반디앤루니스",NA,"음식","커피점/카페","커피전문점/카페/다방","서원동","서울특별시 관악구 신림로 330",126.930215862294,37.4838447505118,1162064500
"166","폴바셋서울세관사거리",NA,"음식","커피점/카페","커피전문점/카페/다방","논현2동","서울특별시 강남구 언주로 702",127.035729750176,37.5158124255606,1168053100
"167","핸즈온캠퍼스",NA,"음식","커피점/카페","커피전문점/카페/다방","한강로동","서울특별시 용산구 청파로 74",126.959600845599,37.5328899510721,1117062500
"168","DUDART",NA,"음식","커피점/카페","커피전문점/카페/다방","천호2동","서울특별시 강동구 구천면로 202",127.127074087312,37.5400944963541,1174061000
"169","AVECMOI",NA,"음식","커피점/카페","커피전문점/카페/다방","길동","서울특별시 강동구 천중로51길 56",127.144916856439,37.5432525946975,1174068500
"170","꼼작",NA,"음식","커피점/카페","커피전문점/카페/다방","갈현2동","서울특별시 은평구 갈현로 181-17",126.911108991616,37.6143929326138,1138055200
"171","카흐베하네",NA,"음식","커피점/카페","커피전문점/카페/다방","중곡3동","서울특별시 광진구 면목로 137",127.080875496996,37.5656221228895,1121576000
"172","Asthoughlhadwings..",NA,"음식","커피점/카페","커피전문점/카페/다방","압구정동","서울특별시 강남구 도산대로33길 16",127.030009756171,37.5216314389859,1168054500
