"","상호명","지점명","상권업종대분류명","상권업종중분류명","상권업종소분류명","행정동명","도로명주소","경도","위도","행정동코드"
"2040","엔제리너스","망원점","음식","커피점/카페","커피전문점/카페/다방","망원1동","서울특별시 마포구 마포나루길 407",126.893933160604,37.5557742110341,1144069000
"2041","카페에이치투",NA,"음식","커피점/카페","커피전문점/카페/다방","능동","서울특별시 광진구 능동로32길 6",127.078898493476,37.5551905845409,1121578000
"2042","카페마로",NA,"음식","커피점/카페","커피전문점/카페/다방","합정동","서울특별시 마포구 양화로6길 22",126.915467933935,37.5489639088124,1144068000
"2043","커피베이구로삼성IT지점","구로삼성IT지점","음식","커피점/카페","커피전문점/카페/다방","구로3동","서울특별시 구로구 디지털로33길 27",126.894656689343,37.4860493561836,1153054000
"2044","케이젤라또톡",NA,"음식","커피점/카페","커피전문점/카페/다방","청담동","서울특별시 강남구 압구정로79길 49",127.051126341157,37.5255603707434,1168056500
"2045","현다방",NA,"음식","커피점/카페","커피전문점/카페/다방","시흥3동","서울특별시 금천구 시흥대로 46",126.903763212521,37.437765771937,1154569000
"2046","카페루이스",NA,"음식","커피점/카페","커피전문점/카페/다방","충현동","서울특별시 서대문구 충정로 45",126.964265512793,37.562926683091,1141056500
"2047","그라찌에커피",NA,"음식","커피점/카페","커피전문점/카페/다방","영등포동","서울특별시 영등포구 영신로 136",126.901570561173,37.5196687602895,1156053500
"2048","CAFEGUMAREON까페구마리온",NA,"음식","커피점/카페","커피전문점/카페/다방","잠원동","서울특별시 서초구 신반포로47길 43",127.01839952538,37.5123808289511,1165054000
"2049","키즈카페",NA,"음식","커피점/카페","커피전문점/카페/다방","반포4동","서울특별시 서초구 사평대로 205",127.007826111215,37.5044803619627,1165058100
"2050","Cafe.The",NA,"음식","커피점/카페","커피전문점/카페/다방","수궁동","서울특별시 구로구 경인로 31-32",126.824826781159,37.4915655277203,1153079000
"2051","카페드라무",NA,"음식","커피점/카페","커피전문점/카페/다방","당산1동","서울특별시 영등포구 당산로33길 17",126.895041570287,37.5274559285387,1156055000
"2052","블레스카페테리아",NA,"음식","커피점/카페","커피전문점/카페/다방","성산2동","서울특별시 마포구 월드컵북로30길 9-22",126.907885938665,37.5691042886454,1144073000
"2053","카페쿠치나",NA,"음식","커피점/카페","커피전문점/카페/다방","화양동","서울특별시 광진구 능동로 120",127.074695272526,37.5390559369817,1121571000
"2054","삼형다방",NA,"음식","커피점/카페","커피전문점/카페/다방","역삼1동","서울특별시 강남구 논현로 337",127.03920612208,37.4952336308973,1168064000
"2055","쁘띠아르브르잠실한신점","잠실한신점","음식","커피점/카페","커피전문점/카페/다방","잠실6동","서울특별시 송파구 올림픽로35가길 11",127.103980668319,37.5162868334434,1171071000
"2056","CafeHIAZO",NA,"음식","커피점/카페","커피전문점/카페/다방","반포4동","서울특별시 서초구 고무래로 26",127.01122482443,37.5023373221467,1165058100
"2057","이디야커피","염창동점","음식","커피점/카페","커피전문점/카페/다방","염창동","서울특별시 강서구 양천로 684",126.871940483475,37.5506554860558,1150051000
"2058","카페데미",NA,"음식","커피점/카페","커피전문점/카페/다방","장안1동","서울특별시 동대문구 장한로25길 26",127.069726966527,37.5718961968491,1123065000
"2059","빅컵커피",NA,"음식","커피점/카페","커피전문점/카페/다방","역삼1동","서울특별시 강남구 논현로87길 41",127.033505375109,37.4988273940292,1168064000
"2060","카페르뮤즈",NA,"음식","커피점/카페","커피전문점/카페/다방","청운효자동","서울특별시 종로구 자하문로24길 52",126.971645188894,37.5818860051549,1111051500
"2061","지오북카페",NA,"음식","커피점/카페","커피전문점/카페/다방","낙성대동","서울특별시 관악구 관악로12길 3-6",126.952781633575,37.4783973284272,1162058500
"2062","카페0691",NA,"음식","커피점/카페","커피전문점/카페/다방","약수동","서울특별시 중구 다산로8길 32",127.010901451152,37.5525410996231,1114063500
"2063","크런치오븐","목동점","음식","커피점/카페","커피전문점/카페/다방","신정4동","서울특별시 양천구 목동로 223",126.863712457563,37.5283209819189,1147065000
"2064","카페레즈로스팅하우스",NA,"음식","커피점/카페","커피전문점/카페/다방","양재1동","서울특별시 서초구 양재천로13길 24",127.036482052623,37.4757576093399,1165065100
"2065","고디바강남점","강남점","음식","커피점/카페","커피전문점/카페/다방","서초4동","서울특별시 서초구 강남대로61길 3",127.026511647627,37.4991754418568,1165053100
"2066","카페보스토크",NA,"음식","커피점/카페","커피전문점/카페/다방","연희동","서울특별시 서대문구 연희로25길 98",126.931809904525,37.5695484492985,1141061500
"2067","카페네스트",NA,"음식","커피점/카페","커피전문점/카페/다방","논현2동","서울특별시 강남구 학동로38길 47",127.034898559145,37.5118410021076,1168053100
"2068","니나스",NA,"음식","커피점/카페","커피전문점/카페/다방","반포4동","서울특별시 서초구 신반포로 176",127.00239321346,37.5039300142165,1165058100
"2069","힐",NA,"음식","커피점/카페","커피전문점/카페/다방","회현동","서울특별시 중구 소공로3길 42",126.981972240365,37.5568274603239,1114054000
"2070","스윗스트로우",NA,"음식","커피점/카페","커피전문점/카페/다방","회현동","서울특별시 중구 한강대로 405",126.969506078632,37.5547189980799,1114054000
"2071","하우",NA,"음식","커피점/카페","전통찻집/인삼찻집","대치2동","서울특별시 강남구 삼성로84길 13",127.058697011899,37.505590508035,1168061000
"2072","스타벅스","군자역점","음식","커피점/카페","커피전문점/카페/다방","군자동","서울특별시 광진구 천호대로 548",127.079012895356,37.5569305034381,1121573000
"2073","coffeesong",NA,"음식","커피점/카페","커피전문점/카페/다방","불광2동","서울특별시 은평구 통일로78길 19",126.924084030074,37.6187017385864,1138053000
"2074","커피메이킹",NA,"음식","커피점/카페","커피전문점/카페/다방","신정4동","서울특별시 양천구 목동로11길 6",126.86419290964,37.5234960363935,1147065000
"2075","브알라누아르",NA,"음식","커피점/카페","커피전문점/카페/다방","광희동","서울특별시 중구 퇴계로 235",126.997809490007,37.562504374962,1114059000
"2076","커피향",NA,"음식","커피점/카페","커피전문점/카페/다방","독산3동","서울특별시 금천구 시흥대로 446",126.898778739666,37.4733019753307,1154563000
"2077","커피볶는영다방",NA,"음식","커피점/카페","커피전문점/카페/다방","양재1동","서울특별시 서초구 양재천로29길 21",127.0414629554,37.479690697488,1165065100
"2078","카페29",NA,"음식","커피점/카페","커피전문점/카페/다방","문정1동","서울특별시 송파구 동남로6길 12",127.124500203828,37.4892196652449,1171064100
"2079","물바람이야기",NA,"음식","커피점/카페","커피전문점/카페/다방","개봉1동","서울특별시 구로구 고척로27길 114",126.845353401333,37.5068333475451,1153074000
"2080","카페디아떼",NA,"음식","커피점/카페","커피전문점/카페/다방","가산동","서울특별시 금천구 디지털로 130",126.881856578356,37.4754407180431,1154551000
"2081","이디야커피","몽촌토성점","음식","커피점/카페","커피전문점/카페/다방","방이2동","서울특별시 송파구 백제고분로 509",127.115162625276,37.5158124756911,1171056200
"2082","cafe구석",NA,"음식","커피점/카페","커피전문점/카페/다방","상계1동","서울특별시 노원구 동일로243길 52",127.052294659959,37.6788729178571,1135063000
"2083","스타벅스","이태원입구점","음식","커피점/카페","커피전문점/카페/다방","이태원1동","서울특별시 용산구 이태원로 138-1",126.989241226542,37.5339943503067,1117065000
"2084","리얼커피",NA,"음식","커피점/카페","커피전문점/카페/다방","합정동","서울특별시 마포구 동교로 32-1",126.90612919294,37.5522206129211,1144068000
"2085","삼호커피숍",NA,"음식","커피점/카페","커피전문점/카페/다방","양재2동","서울특별시 서초구 논현로 83",127.044366872192,37.4771732335102,1165065200
"2086","카페홍",NA,"음식","커피점/카페","커피전문점/카페/다방","번2동","서울특별시 강북구 덕릉로40길 79",127.033531156935,37.6343808671164,1130560000
"2087","세인트빈",NA,"음식","커피점/카페","커피전문점/카페/다방","종로1.2.3.4가동","서울특별시 종로구 돈화문로8길 15",126.991988611061,37.5719608158324,1111061500
"2088","다방,틈",NA,"음식","커피점/카페","커피전문점/카페/다방","구로3동","서울특별시 구로구 디지털로32가길 16",126.898569433791,37.4829412435677,1153054000
"2089","카리부","가산마리오점","음식","커피점/카페","커피전문점/카페/다방","가산동","서울특별시 금천구 벚꽃로 266",126.885068137309,37.47843551394,1154551000
"2090","커피볶는집아띠",NA,"음식","커피점/카페","커피전문점/카페/다방","목4동","서울특별시 양천구 목동중앙로 43",126.869471698372,37.5335301958343,1147054000
"2091","커피빈","코리아하나은행경복궁역점","음식","커피점/카페","커피전문점/카페/다방","사직동","서울특별시 종로구 사직로 130",126.97330856354,37.5753589395494,1111053000
"2092","홈앤라이프부동산카페",NA,"음식","커피점/카페","커피전문점/카페/다방","문정2동","서울특별시 송파구 새말로 62",127.121238155622,37.4809867596584,1171064200
"2093","스마일커피",NA,"음식","커피점/카페","커피전문점/카페/다방","갈현2동","서울특별시 은평구 연서로29길 25",126.917571578897,37.619426073018,1138055200
"2094","카페그린",NA,"음식","커피점/카페","커피전문점/카페/다방","중계본동","서울특별시 노원구 한글비석로 276",127.077750731204,37.6518905471343,1135061900
"2095","엘스",NA,"음식","커피점/카페","커피전문점/카페/다방","종로1.2.3.4가동","서울특별시 종로구 돈화문로11가길 99-7",126.989406493316,37.577065662927,1111061500
"2096","커피볶는이유",NA,"음식","커피점/카페","커피전문점/카페/다방","군자동","서울특별시 광진구 능동로 281-1",127.078072029167,37.5552111656424,1121573000
"2097","카페7그램",NA,"음식","커피점/카페","커피전문점/카페/다방","노량진1동","서울특별시 동작구 노량진로 171",126.945180370429,37.5140202797815,1159051000
"2098","엔제리너스","커피건대병원점","음식","커피점/카페","커피전문점/카페/다방","화양동","서울특별시 광진구 능동로 120-1",127.07204319615,37.5412246823097,1121571000
"2099","카페클래시",NA,"음식","커피점/카페","커피전문점/카페/다방","갈현2동","서울특별시 은평구 갈현로33길 5",126.915530870589,37.6203263846282,1138055200
"2100","할리스커피","논현역점","음식","커피점/카페","커피전문점/카페/다방","반포1동","서울특별시 서초구 신반포로 332",127.020054110073,37.5104122520038,1165056000
"2101","감초다방",NA,"음식","커피점/카페","커피전문점/카페/다방","길동","서울특별시 강동구 진황도로49길 46",127.142490340847,37.5347830880456,1174068500
"2102","커피앳웍스이대","파빌리온점","음식","커피점/카페","커피전문점/카페/다방","신촌동","서울특별시 서대문구 이화여대길 52",126.950301476769,37.5642810556138,1141058500
"2103","빽다방","한티역점","음식","커피점/카페","커피전문점/카페/다방","대치4동","서울특별시 강남구 도곡로 405",127.054649873493,37.4973585734254,1168063000
"2104","카페드림",NA,"음식","커피점/카페","커피전문점/카페/다방","행당1동","서울특별시 성동구 왕십리로 281",127.035984532686,37.5592991715012,1120056000
"2105","블루",NA,"음식","커피점/카페","커피전문점/카페/다방","압구정동","서울특별시 강남구 압구정로29길 71",127.028304754856,37.5335923889483,1168054500
"2106","비타민",NA,"음식","커피점/카페","커피전문점/카페/다방","신촌동","서울특별시 서대문구 이화여대7길 31",126.943884172498,37.5586193553426,1141058500
"2107","카페바니1995",NA,"음식","커피점/카페","커피전문점/카페/다방","망원1동","서울특별시 마포구 동교로9길 56",126.909206160967,37.5561956267207,1144069000
"2108","이도카페",NA,"음식","커피점/카페","커피전문점/카페/다방","가산동","서울특별시 금천구 디지털로 188",126.887662548608,37.4773156374838,1154551000
"2109","카페온",NA,"음식","커피점/카페","커피전문점/카페/다방","역삼1동","서울특별시 강남구 테헤란로 309",127.044415346319,37.5035475783042,1168064000
"2110","커피마마","양원역우리집점","음식","커피점/카페","커피전문점/카페/다방","망우본동","서울특별시 중랑구 양원역로 25-2",127.107563587786,37.6028959785972,1126065500
"2111","카페1997",NA,"음식","커피점/카페","커피전문점/카페/다방","상계1동","서울특별시 노원구 수락산로 232",127.052949503656,37.6710572338551,1135063000
"2112","카페후츄",NA,"음식","커피점/카페","커피전문점/카페/다방","휘경2동","서울특별시 동대문구 망우로6길 45",127.056521138352,37.5867397302364,1123073000
"2113","타피올레",NA,"음식","커피점/카페","커피전문점/카페/다방","대치4동","서울특별시 강남구 도곡로 401",127.053252565617,37.496959928714,1168063000
"2114","2080더커피숍",NA,"음식","커피점/카페","커피전문점/카페/다방","방배2동","서울특별시 서초구 방배천로 48",126.982767750394,37.4807587595031,1165061000
"2115","스타벅스종로2가점","종로2가점","음식","커피점/카페","커피전문점/카페/다방","종로1.2.3.4가동","서울특별시 종로구 삼일대로 403-1",126.987331021258,37.5706504850648,1111061500
"2116","엣홈",NA,"음식","커피점/카페","커피전문점/카페/다방","대학동","서울특별시 관악구 신림로15길 9",126.937357430395,37.4697897202188,1162073500
"2117","카페potential",NA,"음식","커피점/카페","커피전문점/카페/다방","명일1동","서울특별시 강동구 양재대로136길 44",127.14611530296,37.5483071792362,1174053000
"2118","CAFEJUICY",NA,"음식","커피점/카페","커피전문점/카페/다방","낙성대동","서울특별시 관악구 관악로14길 84",126.957070808869,37.4781018776728,1162058500
"2119","이디야커피","역삼상록점","음식","커피점/카페","커피전문점/카페/다방","역삼1동","서울특별시 강남구 테헤란로43길 18",127.044042201601,37.5044275934521,1168064000
"2120","CNNCafe세빛둥둥섬점",NA,"음식","커피점/카페","커피전문점/카페/다방","반포2동","서울특별시 서초구 올림픽대로 683",126.995945736872,37.5124263646316,1165057000
"2121","이디야커피","문래CGV점","음식","커피점/카페","커피전문점/카페/다방","문래동","서울특별시 영등포구 문래로 164",126.900059789822,37.5177805310231,1156060500
"2122","베네","강남세무서점","음식","커피점/카페","커피전문점/카페/다방","청담동","서울특별시 강남구 학동로 413",127.045156536503,37.5181686755186,1168056500
"2123","카페김동률",NA,"음식","커피점/카페","커피전문점/카페/다방","용산2가동","서울특별시 용산구 신흥로20길 17",126.984603978143,37.5463799904139,1117052000
"2124","고촌카페",NA,"음식","커피점/카페","커피전문점/카페/다방","양평1동","서울특별시 영등포구 문래북로 51-4",126.891153218139,37.5211031851248,1156061000
"2125","boutcoffee",NA,"음식","커피점/카페","커피전문점/카페/다방","양재1동","서울특별시 서초구 바우뫼로6길 22",127.026162137365,37.4694737182101,1165065100
"2126","갤러리아트다림",NA,"음식","커피점/카페","커피전문점/카페/다방","논현2동","서울특별시 강남구 언주로138길 8",127.03614560882,37.5177801153932,1168053100
"2127","카페베네","홈플러스면목점","음식","커피점/카페","커피전문점/카페/다방","면목5동","서울특별시 중랑구 동일로 540",127.08140561895,37.5796014980633,1126055000
"2128","상가",NA,"음식","커피점/카페","커피전문점/카페/다방","제기동","서울특별시 동대문구 안암로 154",127.035020830524,37.5883770110855,1123054500
"2129","브알라누아르","건대로데오점","음식","커피점/카페","커피전문점/카페/다방","자양4동","서울특별시 광진구 동일로20길 72",127.067495928998,37.5401796828981,1121584700
"2130","베스트빈","학동역점","음식","커피점/카페","커피전문점/카페/다방","논현2동","서울특별시 강남구 학동로38길 11",127.034539808947,37.5142258618626,1168053100
"2131","coffeemama",NA,"음식","커피점/카페","커피전문점/카페/다방","송천동","서울특별시 강북구 삼양로 172",127.021325310404,37.6190978023071,1130555500
"2132","상아탑",NA,"음식","커피점/카페","커피전문점/카페/다방","용답동","서울특별시 성동구 자동차시장1길 70",127.065127841416,37.5603624982997,1120079000
"2133","스킨디빌리지점프카페",NA,"음식","커피점/카페","커피전문점/카페/다방","신내1동","서울특별시 중랑구 신내로 62",127.095740369638,37.604743226032,1126068000
"2134","커피식탁",NA,"음식","커피점/카페","커피전문점/카페/다방","성수1가2동","서울특별시 성동구 상원1길 15",127.048648682856,37.5451563197561,1120066000
"2135","다크브라운",NA,"음식","커피점/카페","커피전문점/카페/다방","가락2동","서울특별시 송파구 중대로20길 49",127.130536490118,37.4962384689531,1171063200
"2136","스무디킹","잠실야구장점","음식","커피점/카페","생과일주스전문점","잠실2동","서울특별시 송파구 올림픽로 25",127.075927917189,37.5161878271983,1171067000
"2137","스위스워터커피",NA,"음식","커피점/카페","커피전문점/카페/다방","삼성2동","서울특별시 강남구 선릉로112길 39",127.046704121104,37.5121170836265,1168059000
"2138","버블티킹신촌점","신촌점","음식","커피점/카페","커피전문점/카페/다방","신촌동","서울특별시 서대문구 명물길 19",126.937599645413,37.558022346971,1141058500
"2139","카페일소뇨",NA,"음식","커피점/카페","커피전문점/카페/다방","역삼1동","서울특별시 강남구 논현로98길 34",127.038307921757,37.5044261006106,1168064000
"2140","카페인",NA,"음식","커피점/카페","커피전문점/카페/다방","천연동","서울특별시 서대문구 독립문공원길 13",126.958299649353,37.571920633809,1141052000
"2141","커피킹","아차산점","음식","커피점/카페","커피전문점/카페/다방","중곡4동","서울특별시 광진구 천호대로 655",127.089704833527,37.5525892616302,1121577000
"2142","커피타임",NA,"음식","커피점/카페","커피전문점/카페/다방","반포본동","서울특별시 서초구 신반포로 41",126.989017382936,37.5019511152781,1165055000
"2143","앤하우스강남역점","강남역점","음식","커피점/카페","커피전문점/카페/다방","역삼1동","서울특별시 강남구 테헤란로1길 42",127.02713108529,37.5011178128053,1168064000
"2144","애쉴리즈",NA,"음식","커피점/카페","커피전문점/카페/다방","청담동","서울특별시 강남구 학동로77길 5",127.049115326299,37.5191016671567,1168056500
"2145","수정",NA,"음식","커피점/카페","커피전문점/카페/다방","창2동","서울특별시 도봉구 덕릉로 253",127.039380689936,37.640285367385,1132051200
"2146","한빛선교교회",NA,"음식","커피점/카페","커피전문점/카페/다방","개포4동","서울특별시 강남구 논현로8길 47",127.052437489962,37.474643179736,1168069000
"2147","커피니",NA,"음식","커피점/카페","커피전문점/카페/다방","논현2동","서울특별시 강남구 학동로42길 34",127.036191539561,37.5133292876002,1168053100
"2148","현대",NA,"음식","커피점/카페","커피전문점/카페/다방","영등포동","서울특별시 영등포구 버드나루로6길 3",126.911971022293,37.522486182279,1156053500
"2149","카페드림","서울도시철도공사점","음식","커피점/카페","커피전문점/카페/다방","용답동","서울특별시 성동구 천호대로 346",127.057222076215,37.5625792837953,1120079000
"2150","츄로비아",NA,"음식","커피점/카페","커피전문점/카페/다방","중곡4동","서울특별시 광진구 천호대로129길 47-1",127.091695719208,37.5536047606454,1121577000
"2151","한누리",NA,"음식","커피점/카페","커피전문점/카페/다방","역삼1동","서울특별시 강남구 봉은사로 304",127.040352822046,37.5090200893742,1168064000
"2152","르카페",NA,"음식","커피점/카페","커피전문점/카페/다방","대치4동","서울특별시 강남구 삼성로 431",127.057051858735,37.5050998269374,1168063000
"2153","홀릭",NA,"음식","커피점/카페","커피전문점/카페/다방","혜화동","서울특별시 종로구 성균관로 22",126.997422589375,37.5846126553485,1111065000
"2154","카페소소",NA,"음식","커피점/카페","커피전문점/카페/다방","장위2동","서울특별시 성북구 화랑로25길 28",127.051891670479,37.6098233694687,1129077000
"2155","카페단테",NA,"음식","커피점/카페","커피전문점/카페/다방","화곡6동","서울특별시 강서구 화곡로 344",126.851842176303,37.5542911460721,1150059100
"2156","중앙",NA,"음식","커피점/카페","커피전문점/카페/다방","흑석동","서울특별시 동작구 서달로 153",126.961564096934,37.5071643143881,1159060500
"2157","에이에프히치콕",NA,"음식","커피점/카페","커피전문점/카페/다방","압구정동","서울특별시 강남구 도산대로53길 32",127.038945332723,37.5252816652063,1168054500
"2158","카페디어빈",NA,"음식","커피점/카페","커피전문점/카페/다방","영등포동","서울특별시 영등포구 버드나루로 84",126.909367837253,37.5256788932889,1156053500
"2159","상록수",NA,"음식","커피점/카페","커피전문점/카페/다방","신길5동","서울특별시 영등포구 도림로 228",126.90487731016,37.4985249243004,1156067000
"2160","유메미루",NA,"음식","커피점/카페","커피전문점/카페/다방","종로1.2.3.4가동","서울특별시 종로구 삼봉로 80",126.98152719423,37.5720602422539,1111061500
"2161","명일커피숍",NA,"음식","커피점/카페","커피전문점/카페/다방","명일1동","서울특별시 강동구 양재대로134길 14",127.144301764567,37.5475641959303,1174053000
"2162","까페디아떼상계역점","상계역점","음식","커피점/카페","커피전문점/카페/다방","상계2동","서울특별시 노원구 상계로 146",127.070711670474,37.6583768174634,1135064000
"2163","카페러빈",NA,"음식","커피점/카페","커피전문점/카페/다방","홍은1동","서울특별시 서대문구 홍은중앙로 120",126.949230252988,37.601042842413,1141066000
"2164","caferainbow",NA,"음식","커피점/카페","커피전문점/카페/다방","양재2동","서울특별시 서초구 강남대로8길 16-17",127.042692342006,37.4675183353326,1165065200
"2165","onechu",NA,"음식","커피점/카페","커피전문점/카페/다방","노량진1동","서울특별시 동작구 장승배기로28길 16-1",126.940998570357,37.5121717555962,1159051000
"2166","까페모닝",NA,"음식","커피점/카페","커피전문점/카페/다방","소공동","서울특별시 중구 칠패로 27",126.97202179687,37.5602553075084,1114052000
"2167","카페수다",NA,"음식","커피점/카페","커피전문점/카페/다방","문래동","서울특별시 영등포구 당산로 4-1",126.894307191399,37.5151228033087,1156060500
"2168","커피향기",NA,"음식","커피점/카페","커피전문점/카페/다방","상계1동","서울특별시 노원구 동일로237길 63",127.051708409475,37.6732728078979,1135063000
"2169","프레즐메이커",NA,"음식","커피점/카페","커피전문점/카페/다방","북가좌2동","서울특별시 서대문구 거북골로18길 8",126.910555590189,37.5777788952286,1141072000
"2170","스타벅스선정릉역점","선정릉역점","음식","커피점/카페","커피전문점/카페/다방","삼성2동","서울특별시 강남구 봉은사로 407",127.044549435311,37.5107751239617,1168059000
"2171","커피라움",NA,"음식","커피점/카페","커피전문점/카페/다방","정릉1동","서울특별시 성북구 서경로 2",127.014944368097,37.6039072794591,1129062000
"2172","동신다방",NA,"음식","커피점/카페","커피전문점/카페/다방","망원1동","서울특별시 마포구 포은로 88",126.905377291463,37.5548807165523,1144069000
"2173","도로시앤",NA,"음식","커피점/카페","커피전문점/카페/다방","소공동","서울특별시 중구 세종대로 93",126.976613061717,37.5646922794526,1114052000
"2174","커핀그루나루","선유점","음식","커피점/카페","커피전문점/카페/다방","당산2동","서울특별시 영등포구 선유로 313",126.900852119709,37.5401066973827,1156056000
"2175","Coffeezip",NA,"음식","커피점/카페","커피전문점/카페/다방","문래동","서울특별시 영등포구 문래로20길 60",126.88944544429,37.5172577114183,1156060500
"2176","카페두립",NA,"음식","커피점/카페","커피전문점/카페/다방","잠실2동","서울특별시 송파구 올림픽로 145",127.087019799804,37.5119760446614,1171067000
"2177","모모카페",NA,"음식","커피점/카페","커피전문점/카페/다방","영등포동","서울특별시 영등포구 영중로 15",126.903914224263,37.5172126661057,1156053500
"2178","카페파쉬노",NA,"음식","커피점/카페","커피전문점/카페/다방","합정동","서울특별시 마포구 양화로 19",126.91123297872,37.5491321725785,1144068000
"2179","산중다원",NA,"음식","커피점/카페","전통찻집/인삼찻집","진관동","서울특별시 은평구 의상봉길 31",126.942366821152,37.6530520466282,1138069000
"2180","형광커피",NA,"음식","커피점/카페","커피전문점/카페/다방","공릉2동","서울특별시 노원구 공릉로 187",127.078642786395,37.6264612291054,1135060000
"2181","다사랑다방",NA,"음식","커피점/카페","커피전문점/카페/다방","중화2동","서울특별시 중랑구 동일로129길 19",127.078581984288,37.5992583131386,1126061000
"2182","카페반색",NA,"음식","커피점/카페","커피전문점/카페/다방","개포2동","서울특별시 강남구 선릉로6길 19",127.062346692743,37.4832642837732,1168067000
"2183","커피토리노",NA,"음식","커피점/카페","커피전문점/카페/다방","수서동","서울특별시 강남구 밤고개로1길 10",127.101842066177,37.4880133628924,1168075000
"2184","스타벅스","여의도의사당점","음식","커피점/카페","커피전문점/카페/다방","여의동","서울특별시 영등포구 국회대로74길 12",126.921047769836,37.5300751437533,1156054000
"2185","라로즈플라워커피",NA,"음식","커피점/카페","커피전문점/카페/다방","대치4동","서울특별시 강남구 역삼로63길 21",127.051847820517,37.5025171921391,1168063000
"2186","스타벅스","학동역점","음식","커피점/카페","커피전문점/카페/다방","논현2동","서울특별시 강남구 논현로 704",127.030745538681,37.5146002603752,1168053100
"2187","정",NA,"음식","커피점/카페","커피전문점/카페/다방","번1동","서울특별시 강북구 오패산로 413",127.026047393578,37.6374459158367,1130559000
"2188","솔",NA,"음식","커피점/카페","커피전문점/카페/다방","용답동","서울특별시 성동구 자동차시장1길 70",127.065127841416,37.5603624982997,1120079000
"2189","까페일루시온",NA,"음식","커피점/카페","커피전문점/카페/다방","등촌3동","서울특별시 강서구 화곡로61길 41-1",126.849962200167,37.5573183407279,1150053500
"2190","쉴만한물가",NA,"음식","커피점/카페","커피전문점/카페/다방","공릉1동","서울특별시 노원구 동일로193가길 8",127.071856515982,37.6264891364595,1135059500
"2191","카페코나",NA,"음식","커피점/카페","커피전문점/카페/다방","공릉2동","서울특별시 노원구 공릉로34길 62",127.081266413869,37.6231568497237,1135060000
"2192","행복플러스카페",NA,"음식","커피점/카페","커피전문점/카페/다방","신사동","서울특별시 강남구 강남대로 708",127.015911087472,37.5244342101798,1168051000
"2193","로비",NA,"음식","커피점/카페","커피전문점/카페/다방","성산2동","서울특별시 마포구 성암로9안길 28",126.902200543151,37.573151264307,1144073000
"2194","루브앤카페",NA,"음식","커피점/카페","커피전문점/카페/다방","광희동","서울특별시 중구 장충단로 247",127.007339777453,37.5667927655946,1114059000
"2195","이디야커피","답십리사거리점","음식","커피점/카페","커피전문점/카페/다방","답십리1동","서울특별시 동대문구 답십리로 154",127.057129752311,37.5725981869804,1123060000
"2196","카페포즈",NA,"음식","커피점/카페","커피전문점/카페/다방","역삼1동","서울특별시 강남구 테헤란로33길 24",127.039045213535,37.5033778664,1168064000
"2197","간단하지만특별한화피디Cafe","리앙인디에프점","음식","커피점/카페","커피전문점/카페/다방","대치1동","서울특별시 강남구 도곡로 408",127.055213389641,37.496615204091,1168060000
"2198","우종호커피",NA,"음식","커피점/카페","커피전문점/카페/다방","개포4동","서울특별시 강남구 논현로12길 21",127.049288642301,37.4751044580487,1168069000
"2199","커피벨라방이점","방이점","음식","커피점/카페","커피전문점/카페/다방","오금동","서울특별시 송파구 양재대로 1148",127.127315224411,37.5096855795044,1171057000
"2200","키커피코리아",NA,"음식","커피점/카페","커피전문점/카페/다방","영등포동","서울특별시 영등포구 영중로 9",126.9055549085,37.517182828822,1156053500
"2201","스카이카페",NA,"음식","커피점/카페","커피전문점/카페/다방","공항동","서울특별시 강서구 하늘길 260",126.81426973535,37.5477387116096,1150062000
"2202","조광",NA,"음식","커피점/카페","커피전문점/카페/다방","영등포동","서울특별시 영등포구 영신로44길 10-1",126.902721657427,37.5221753482095,1156053500
"2203","카페218",NA,"음식","커피점/카페","커피전문점/카페/다방","옥수동","서울특별시 성동구 한림말길 22-17",127.013246896794,37.5403154963809,1120064500
"2204","CafeJUN",NA,"음식","커피점/카페","커피전문점/카페/다방","대림2동","서울특별시 영등포구 대림로 153",126.899814140228,37.4944411910518,1156071000
"2205","사임당카페",NA,"음식","커피점/카페","커피전문점/카페/다방","사당2동","서울특별시 동작구 동작대로39가길 89",126.978050999688,37.4958377260501,1159063000
"2206","스타벅스미아역점","미아역점","음식","커피점/카페","커피전문점/카페/다방","미아동","서울특별시 강북구 도봉로 196",127.026557543462,37.626133124926,1130553500
"2207","이디야커피","서초법조타운점","음식","커피점/카페","커피전문점/카페/다방","서초4동","서울특별시 서초구 서초중앙로24길 7",127.01446822258,37.4947865609063,1165053100
"2208","카페로드",NA,"음식","커피점/카페","커피전문점/카페/다방","길동","서울특별시 강동구 진황도로 103",127.137795257835,37.5357130332492,1174068500
"2209","비틀주스가산디지털단지점","가산디지털단지점","음식","커피점/카페","커피전문점/카페/다방","가산동","서울특별시 금천구 디지털로9길 99",126.884793976844,37.481667685685,1154551000
"2210","커피라인",NA,"음식","커피점/카페","커피전문점/카페/다방","묵1동","서울특별시 중랑구 중랑역로 262",127.077487709371,37.6154234723938,1126062000
"2211","한일다방",NA,"음식","커피점/카페","커피전문점/카페/다방","역삼1동","서울특별시 강남구 역삼로 161",127.036638931151,37.4952397555723,1168064000
"2212","커피보뇌르",NA,"음식","커피점/카페","커피전문점/카페/다방","대치2동","서울특별시 강남구 도곡로 531",127.064463243003,37.5003200811408,1168061000
